"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"14_YESTRUST","gran parte della gente è degna di fiducia","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2020","2020",554,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2010","2010",434,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2011","2011",496,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2012","2012",475,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2013","2013",538,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2014","2014",469,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2015","2015",541,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2016","2016",541,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2017","2017",551,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2018","2018",474,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2019","2019",494,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2020","2020",439,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2010","2010",1106,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2011","2011",1008,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2012","2012",1053,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2013","2013",1093,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2014","2014",1032,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2015","2015",1157,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2016","2016",1177,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2017","2017",1339,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2018","2018",1384,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2019","2019",1475,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y_GE75","75 anni e più","2020","2020",1647,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2010","2010",1184,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2011","2011",1308,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2012","2012",1303,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2013","2013",1292,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2014","2014",1506,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2015","2015",1546,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2016","2016",1473,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2017","2017",1444,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2018","2018",1385,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2019","2019",1377,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y_GE75","75 anni e più","2020","2020",1395,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2010","2010",4660,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2011","2011",4755,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2012","2012",4998,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2013","2013",5017,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2014","2014",5059,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2015","2015",5586,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2016","2016",5546,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2017","2017",5831,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2018","2018",5687,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2019","2019",5430,,
"14_NOTRUST","bisogna stare molto attenti","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2020","2020",5537,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2010","2010",1839,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2011","2011",1698,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2012","2012",1765,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2013","2013",1912,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2014","2014",1834,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2015","2015",1914,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2016","2016",1952,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2017","2017",2250,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2018","2018",2502,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2019","2019",2622,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2020","2020",2764,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2010","2010",619,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2011","2011",573,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2012","2012",655,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2013","2013",686,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2014","2014",639,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2015","2015",664,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2016","2016",656,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2017","2017",682,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2018","2018",637,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2019","2019",554,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y_GE75","75 anni e più","2020","2020",494,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2010","2010",32.8,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2011","2011",36.9,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2012","2012",38,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2013","2013",33.5,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2014","2014",39.2,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2015","2015",40,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2016","2016",38.8,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2017","2017",38.4,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2018","2018",35.7,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2019","2019",33.5,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y_GE75","75 anni e più","2020","2020",36.8,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2010","2010",941,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2011","2011",897,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2012","2012",795,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2013","2013",850,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2014","2014",776,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2015","2015",821,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2016","2016",765,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2017","2017",798,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2018","2018",744,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2019","2019",701,,
"14_WALLET_NEIGHBNM","poco","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2020","2020",518,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2010","2010",2039,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2011","2011",1884,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2012","2012",1917,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2013","2013",1824,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2014","2014",1817,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2015","2015",1707,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2016","2016",1701,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2017","2017",1806,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2018","2018",1701,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2019","2019",1855,,
"14_WALLET_POLICV","molto","THV","valori in migliaia","1","maschi","Y35-44","35-44 anni","2020","2020",1848,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2010","2010",1759,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2011","2011",1778,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2012","2012",1773,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2013","2013",1682,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2014","2014",1745,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2015","2015",1694,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2016","2016",1619,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2017","2017",1454,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2018","2018",1426,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2019","2019",1406,,
"14_WALLET_NEIGHBQ","abbastanza","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2020","2020",1450,,
"14_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2010","2010",587,,
"14_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2011","2011",497,,
"14_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2012","2012",508,,
"14_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2013","2013",569,,
"14_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2014","2014",531,,
"14_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2015","2015",559,,
"14_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2016","2016",492,,
"14_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2017","2017",493,,
"14_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2018","2018",518,,
"14_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2019","2019",403,,
"14_WALLET_POLICNM","poco","THV","valori in migliaia","2","femmine","Y35-44","35-44 anni","2020","2020",297,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2010","2010",3441,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2011","2011",3166,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2012","2012",3284,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2013","2013",3155,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2014","2014",3245,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2015","2015",2985,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2016","2016",3089,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2017","2017",3066,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2018","2018",3143,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2019","2019",3161,,
"14_WALLET_NEIGHBV","molto","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2020","2020",2987,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2010","2010",949,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2011","2011",866,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2012","2012",861,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2013","2013",936,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2014","2014",739,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2015","2015",822,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2016","2016",733,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2017","2017",715,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2018","2018",684,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2019","2019",669,,
"14_WALLET_NEIGHBNAL","per niente","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2020","2020",561,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2010","2010",3740,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2011","2011",3898,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2012","2012",3789,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2013","2013",3692,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2014","2014",3707,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2015","2015",3708,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2016","2016",3530,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2017","2017",3317,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2018","2018",3108,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2019","2019",2911,,
"14_WALLET_POLICQ","abbastanza","THV","valori in migliaia","9","totale","Y35-44","35-44 anni","2020","2020",2744,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2010","2010",35.4,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2011","2011",36.8,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2012","2012",36,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2013","2013",35.4,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2014","2014",38.9,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2015","2015",38.8,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2016","2016",38.3,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2017","2017",36.5,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2018","2018",35.2,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2019","2019",33.7,,
"14_WALLET_NEIGHBQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","1","maschi","Y35-44","35-44 anni","2020","2020",38.5,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2010","2010",35.8,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2011","2011",33.5,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2012","2012",34.7,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2013","2013",33.5,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2014","2014",36.1,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2015","2015",33.6,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2016","2016",36.3,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2017","2017",36.6,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2018","2018",39.1,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2019","2019",40.1,,
"14_WALLET_NEIGHBV","molto","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2020","2020",40.1,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2010","2010",9.3,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2011","2011",8.9,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2012","2012",8.4,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2013","2013",9.4,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2014","2014",7.9,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2015","2015",8.8,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2016","2016",8,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2017","2017",8.2,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2018","2018",7.5,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2019","2019",7.8,,
"14_WALLET_NEIGHBNAL","per niente","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2020","2020",6.2,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2010","2010",37.7,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2011","2011",41.7,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2012","2012",41.7,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2013","2013",39.4,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2014","2014",39.8,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2015","2015",41.2,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2016","2016",38,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2017","2017",39.1,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2018","2018",37.7,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2019","2019",36.6,,
"14_WALLET_POLICQ","abbastanza","HSC","per 100 persone con le stesse caratteristiche","2","femmine","Y35-44","35-44 anni","2020","2020",34.8,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2010","2010",18.5,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2011","2011",18.9,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2012","2012",17.3,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2013","2013",18.8,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2014","2014",16.9,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2015","2015",18.6,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2016","2016",17.3,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2017","2017",19,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2018","2018",17.8,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2019","2019",16.2,,
"14_WALLET_NEIGHBNM","poco","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2020","2020",13.8,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2010","2010",42.6,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2011","2011",40.9,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2012","2012",41,,
"14_WALLET_POLICV","molto","HSC","per 100 persone con le stesse caratteristiche","9","totale","Y35-44","35-44 anni","2013","2013",40.7,,
